"","full_address","latitude","longitude","total_leasedSF","company_list","sector_list","lease_count","crimes_within_500m","crime_score","weighted_routes","accesibilty","internal_class","price_multiplier"
"306","174 Hudson St, New York, NY, 10013",40.7225095,-74.0079651,34056,"NA; Tonal Images","NA; Retail",2,284,0.899858956276446,19.9692747818469,0.562832112553957,"O",2041720.407936
"307","1740 Broadway, New York, NY, 10019",40.7649371,-73.9816783,1500,"Dunn Lambert","Legal Services",1,945,0.666784203102962,25.7043030480332,0.724473339382515,"O",89927.784
"308","1745 Broadway, New York, NY, 10019",40.7652338,-73.9825327,50000,"Pdt Partners","Financial Services And Insurance",1,963,0.660437235543018,24.5339415967099,0.691486813066655,"A",4496389.2
"309","175 Varick St, New York, NY, 10014",40.7273875,-74.0059619,168379,"ROKT; ROKT; Studio; ROKT; Oliver Street Capital","Technology, Advertising, Media, And Information; Coworking And Executive Suite Companies; Real Estate (Except Coworking Providers)",5,291,0.897390691114245,16.83559504427,0.474509646864253,"O",9388009.21212432
"310","176-180 Grand St, New York, NY, 10013",40.722964,-74.0049296,14294,"On This Day; Vantage","Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Unclassifiable",2,691,0.756346967559944,23.017427160928,0.648743997769947,"O",856951.829664
"311","177-183 Lafayette St, New York, NY, 10013",40.7194071,-73.9996828,11150,"NA; NA; NA; NA; NA",NA,5,919,0.675952045133992,27.8882959209593,0.786028971016631,"O",668463.1944
"312","1776 Broadway, New York, NY, 10019",40.7663918,-73.9815021,55050,"NA; NA; NA; NA; NA; NA; NA; Atia Enterprise; Private Md Practice; NA; NA; NA; NA; NA; Wealth Management; Flex Marketing Group; Davenport Realty, Ltd; NA; NA; NA; Dansker Capital; Stephen David Entertainment; Tapinator; NA; NA","NA; Financial Services And Insurance; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",25,889,0.686530324400564,22.8769754110189,0.644785378542318,"O",3069325.195704
"313","18 E 16th St, New York, NY, 10003",40.7365428,-73.9918617,18857,"NA; 3.1 Phillip Lim Retail; NA","NA; Retail",3,844,0.702397743300423,24.347346965295,0.686227661107571,"O",1130512.148592
"314","18 E 41st St, New York, NY, 10017",40.7522216,-73.9804723,31047,"NA; NA; Arqenta; NA; Painters; NA; NA; George Sexton Architects; Jesse D. Hendrich; NA; NA; NA; NA; Lina Associates; Nyc Chiropractic; NA; NA; NA",NA,18,609,0.785260930888575,28.6797559244304,0.808336196022145,"O",1861325.273232
"315","18 E 48th St, New York, NY, 10017",40.7565559,-73.9770276,14160,"Ring Concierge; Bellcast Partners; NA; Rare Time; NA; NA; NA","Retail; NA",7,728,0.743300423131171,28.6386388911457,0.807177316345322,"O",848918.28096
"316","18 W 18th St, New York, NY, 10011",40.7390034,-73.9932784,187708,"Wework; Runway; NA","Coworking And Executive Suite Companies; Technology, Advertising, Media, And Information; NA",3,741,0.738716502115656,25.3015164208081,0.713120836560747,"O",10465701.9770246
"317","18-20 W 21st St, New York, NY, 10010",40.7409526,-73.9921287,27626,"NA; Chicory; NA; Seedfi; Nautical Commerce; NA; Gemini","NA; Technology, Advertising, Media, And Information; Financial Services And Insurance",7,708,0.750352609308886,25.3333340297223,0.714017612845175,"O",1656229.973856
"318","180 Madison Ave, New York, NY, 10016",40.7476235,-73.9834443,14266,"NA; Radical Ai","NA; Technology, Advertising, Media, And Information",2,659,0.767630465444288,24.8005486587851,0.699001107782356,"O",855273.177696
"319","180 Maiden Ln, New York, NY, 10038",40.7052596,-74.0054634,588553,"CFG; New York Liquidation Bureau; Behavox; Charles Taylor; NA; NA; NA; NA; Fanerty Bramd; National Debt Relief; Walter P Moore; National Debt Relief; National Debt Relief; The Law Offices Of Robert S. Gitmeid; Fastmatch/Euronext; Stroock & Stroock & Lavan; NA; Liberty One Group; Cover Whale Insurance Solutions; City Year; Splash; Otc Global; Alchemy; Walter P. Moore And Associates; Ipc Information Systems; Splash","Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Government; Technology, Advertising, Media, And Information; NA; Retail; Financial Services And Insurance; Construction, Engineering And Architecture; Legal Services; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",26,242,0.914668547249647,19.8655938669832,0.559909875818687,"A",49222358.3625934
"320","180 Varick St, New York, NY, 10014",40.7274501,-74.0051394,142240,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Bryan O'sullivan Studio; NA; NA; NA; NA",NA,41,361,0.872708039492243,17.9851595029122,0.506910011917207,"O",7930623.3576192
"321","181-183 Madison Ave, New York, NY, 10016",40.7480989,-73.9827173,153671,"NA; NA; NA; Alumni Ventures Group; Audioboom; NA; NA; NA; NA; Wework; NA; NA; NA; NA; NA; Thirty Madison; NA; NA; Charleston Gardens; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","NA; Financial Services And Insurance; Technology, Advertising, Media, And Information; Coworking And Executive Suite Companies; Healthcare; Retail",34,610,0.78490832157969,24.6448550174205,0.694612897292103,"O",8567961.34693968
"322","185 Broadway, New York, NY, 10038",40.710432,-74.0101434,9688,NA,NA,1,797,0.718970380818054,30.7924170580899,0.867881349361871,"A",871220.371392
"323","185 Madison Ave, New York, NY, 10016",40.7478807,-73.9826884,101502,"NA; NA; Wework; NA; NA; NA; NA; Litify; NA; NA; NA; Yurgosky Consulting; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","NA; Coworking And Executive Suite Companies; Technology, Advertising, Media, And Information",25,607,0.785966149506347,24.1863159384419,0.6816890169144,"O",5659266.95757216
"324","19 Union Sq W, New York, NY, 10003",40.7361031,-73.9912209,92464,"Zip; Updater; Definitions Personal Fitness; Gresham Investment Management; Unqork; NA; NA; NA; Memoir","Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Technology, Advertising, Media, And Information; Personal Services And Recreation; Financial Services And Insurance; NA",9,728,0.743300423131171,24.0697973325473,0.678404951077061,"O",5155351.22426112
"325","19 W 21st St, New York, NY, 10010",40.7410199,-73.9917674,109533,"Yummycolours; NA; NA; NA; NA; Center For Spine Care & Mobility; NA; NA; NA; LIFETIME BRANDS; PERENNIAL PAINTING AND CLEANING; Obsidian Systems; NA; NA; NA; NA; NA; NA; NA; The Research Partnership; Bigelow Trading; NA; NA; NA; NA; NA; NA; NA; NA; NA; Brandcap; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Bendheim Glass; NA; NA; NA",NA,46,734,0.741184767277856,25.1911291009983,0.710009580439206,"O",6107037.17822064
"326","19 W 34th St, New York, NY, 10001",40.7492367,-73.9859816,85563,"NA; Videri; NA; NA; NA; NA; NA; NA; NA; NA","NA; Unclassifiable",10,1385,0.51163610719323,30.0739642716762,0.8476318258331,"O",4770584.40908304
"327","19 W 44th St, New York, NY, 10036",40.7553003,-73.9808892,125890,"NA; NA; Alteryx; NA; NA; NA; NA; NA; Corporate Services; NA; NA; NA; Huemen; NA; NA; NA; NA; NA; NA; NA","NA; Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",20,1091,0.615303244005642,32.9094005171233,0.927548327031622,"O",7019025.4112112
"328","19-21 W 24th St, New York, NY, 10010",40.742336,-73.9893824,32090,"NA; NA; Alethea; NA; NA; NA; NA","NA; Technology, Advertising, Media, And Information",7,679,0.760578279266573,23.9984977228455,0.676395378351403,"O",1923855.05904
"329","19-21 W 36th St, New York, NY, 10018",40.7518667,-73.9886803,5200,NA,NA,1,2086,0.264456981664316,33.0232142502682,0.930756156287485,"O",311749.6512
"330","192 Lexington Ave, New York, NY, 10016",40.7451031,-73.9810513,39926,"Jenaire Gabriel Productions; NA; NA; NA; NA; Smith &; GKS; NA; NA","NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Government; Tbd",9,581,0.795133991537377,16.9473521944721,0.477659511525261,"O",2393637.802656
"331","195 Broadway, New York, NY, 10007",40.710735,-74.009683,897741,"Omnicom Media Group; Mckinsey &; Code Climate; Lattice; The Messenger; Getty Images; Moda Operandi; Knotel; Nagarro; Orchestra; Orchard Technologies; Payoneer","Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Retail; Coworking And Executive Suite Companies; Financial Services And Insurance",12,798,0.718617771509168,31.2925229481447,0.88197678636072,"O",50053752.4162853
"332","197-201 Grand St, New York, NY, 10013",40.722964,-74.0049296,16500,"NA; NA; NA; NA; NA",NA,5,691,0.756346967559944,23.017427160928,0.648743997769947,"O",989205.624
"333","199 Church St, New York, NY, 10007",40.7161427,-74.0065813,65000,"New York State Department Of Labor","Government",1,634,0.776445698166432,30.2218373691168,0.851799615035844,"O",3624089.6952
"334","199 Water St, New York, NY, 10038",40.7072009,-74.0041584,636425,"American Foundation For Suicide Prevention; WCG; Wework; W20 Group; NA; Medreview; Imentor; Myers Holum; Simon Data; Legal Aid Society; NA; NA; Center For Reproductive Rights; Morgan & Morgan; American Friends Of Hebrew University; Frank Recruitment; Guardian Life Insurance; Tenth Revolution Group","Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Coworking And Executive Suite Companies; Technology, Advertising, Media, And Information; NA; Financial Services And Insurance; Legal Services",18,346,0.877997179125529,22.5297275179029,0.634998229664981,"A",53226029.636946
"335","2 9th Ave, New York, NY, 10011",40.7457591,-74.0020795,34332,"NA; NA; Fifth Wall","NA; Tbd; Financial Services And Insurance",3,462,0.837094499294781,13.1857122550724,0.37163804720627,"O",2058267.120192
"336","2 Gansevoort St, New York, NY, 10014",40.739335,-74.004027,86231,"NA; NA; NA; Kobalt Music; NA; NA; NA; NA; Soundcloud; NA; NA; NA","NA; Technology, Advertising, Media, And Information",12,389,0.862834978843442,15.8089215578493,0.445572952188161,"A",7211743.35015672
"337","2 Park Avenue, New York, NY, 10016",40.7463563,-73.9825765,482587,"The End Fund; Conductor; Creditsights; NA; NA; Essential Brands; NA; NA; Northwell Health; Conductor; Corporate Suites; Herrick Feinstein; NA; Bonnier; Lt Apparel Group; Delta Galil; L&M Real Estate; Haven Life; NA","Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; NA; Retail; Healthcare; Coworking And Executive Suite Companies; Legal Services; Tbd; Real Estate (Except Coworking Providers); Financial Services And Insurance; Unclassifiable",19,522,0.815937940761636,21.5114756312411,0.606298896978002,"O",26906747.288269
"338","2 W 45th St, New York, NY, 10036",40.7555697,-73.9802192,37071,"NA; NA; NA; NA; Vega Factor; Issami Lcc; NA; NA; NA; NA; Body In Balance Chiropractic; NA; NA; Telecom Infrastructure; NA; NA; NA; NA; NA","NA; Healthcare; Technology, Advertising, Media, And Information",19,812,0.713681241184767,32.3908469987487,0.912932945381187,"O",2222475.253776
"339","2 W 46th St, New York, NY, 10036",40.7560989,-73.9798041,64475,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Jairaj Gems; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Katarzyna Dlugosz Mental Health Counseling, Pllc; NA; NA; NA; NA; NA","NA; Retail; Healthcare",59,864,0.695345557122708,32.2685057718759,0.909484769524753,"O",3594818.201508
"340","2 Wall St, New York, NY, 10005",40.7077428,-74.0113059,25016,"NA; Kiewit Infrastructure Co; NA","NA; Construction, Engineering And Architecture",3,689,0.757052186177715,26.8184278313702,0.755874840553921,"O",1499755.629696
"341","2-6 Harrison St, New York, NY, 10013",40.7187195,-74.0095456,15078,"NA; NA",NA,2,389,0.862834978843442,23.6369977886958,0.666206537051542,"O",903954.084768
"342","20 Hudson Yards, New York, NY, 10001",40.7559064,-74.0005322,45863,"L'oreal","Retail",1,230,0.918899858956276,9.3345012316627,0.263092030394122,"A",4124357.957592
"343","20 Rockefeller Plaza, New York, NY, 10020",40.7583119,-73.9791393,309000,"Christies","Retail",1,780,0.724964739069111,32.4341309375095,0.914152899082988,"A",25842547.28808
"344","20 W 22nd St, New York, NY, 10010",40.7412837,-73.9915862,89200,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA",NA,43,723,0.745063469675599,25.0810718131605,0.706907626237444,"O",4973366.166336
"345","20 W 36th St, New York, NY, 10018",40.7500555,-73.9849655,35845,"NA; NA; Nearmap; Mih Systems Group; NA; NA","NA; Construction, Engineering And Architecture",6,1277,0.549717912552891,30.656870117327,0.864060971714047,"O",2148974.27832
"346","20 W 37th St, New York, NY, 10018",40.7506835,-73.9845357,33750,"Umarketing; NA; NA; NA; NA",NA,5,1248,0.559943582510578,31.2492148867304,0.880756152764222,"O",2023375.14
"347","20 W 55th St, New York, NY, 10019",40.7618909,-73.976208,37993,"NA; NA; Auberbach Grayson; NA; Calex Partners; Rehs Galleries; Sos Capital; NA; NA","NA; Financial Services And Insurance; Personal Services And Recreation",9,582,0.794781382228491,27.9313128605114,0.7872413993711,"O",2277750.865008
"348","20-28 W 33rd St, New York, NY, 10001",40.7484021,-73.9865275,14000,NA,NA,1,1434,0.494358251057828,29.2073517449707,0.823206434100056,"O",839325.984
"349","200 Fifth Ave, New York, NY, 10010",40.9141649,-73.8079547,527157,"Tiffany &; Yelp; Doordash; Knot Worldwide; Doordash","Retail; Technology, Advertising, Media, And Information; Personal Services And Recreation",5,0,1,0,0,"A",44087636.5719818
"350","200 Hudson St, New York, NY, 10013",40.7230116,-74.0078661,166608,"David Yurman; NA","Retail; NA",2,386,0.863892806770099,19.2866717139739,0.54359300993637,"O",9289266.70673664
"351","200 Lafayette St, New York, NY, 10012",40.7214319,-73.9981576,67120,"Andreessen Horowitz; A16Z","Financial Services And Insurance",2,942,0.667842031029619,26.0097651414452,0.733082759465037,"A",5613436.1617344
"352","200 Liberty St, New York, NY, 10281",40.7106407,-74.0155561,662365,"Cadwalader, Wickersham & Taft; FINRA; National September 11 Memorial & Museum; Terraform Power, In; National Futures Association; Northwestern Mutual; Akf Group","Legal Services; Financial Services And Insurance; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Energy & Utilities; Construction, Engineering And Architecture",7,290,0.897743300423131,22.178452168122,0.62509756730417,"A",55395465.4837188
"353","200 Madison Ave, New York, NY, 10016",40.7488842,-73.9827037,147089,"Spector Group; Kagan Lubic Lepper Finkelstein & Gold; NA; NA; Neville Rodie & Shaw; Mccubbin Hosiery; NA; Havas; Appnovation; Gen Nx360 Capital Partners; Samba Tv; NA; NA; New York State Society Of Cpa; NA","Construction, Engineering And Architecture; Legal Services; NA; Financial Services And Insurance; Retail; Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",15,616,0.782792665726375,26.106937805062,0.73582156175723,"O",8200980.44888112
"354","200 Park Ave S, New York, NY, 10003",40.7369146,-73.9892088,218050,"NA; NA; Ultimate Software; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Tao Group Holdings; Ukg New York City; Ite Management; NA; NA; NA; NA; NA; NA; Nina Footwear; Sema4; NA; NA; NA; NA; NA; NA; Trackstar; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Lanco; NA; NA; Parachute Health","NA; Technology, Advertising, Media, And Information; Personal Services And Recreation; Financial Services And Insurance; Retail",51,801,0.717559943582511,21.920404660474,0.617824522816804,"O",12157427.046744
"355","200 Park Ave, New York, NY, 10166",40.7533827,-73.9766738,2496570,"NA; Hunton Andrews Kurth; NA; Golub; Metlife; Ireland House; NA; Magnitude Capital; Voya Financial; Lendlease; Siguler Guff & Co; Lendlease; Bny Mellon; Ipsos; Golub; Paul Hastings; NA; Golub Capital; CBRE; BDO USA; Clear Channel; NA; National Financial Partners [Nfp]; NFP; CBRE; Hunton Andrews Kurth; Freddie Mac; NA; Bregal Investments; National Financial Partners [Nfp]; Herbert Smith Freehills; NA; Metlife; Millennium Management; Winston & Strawn","NA; Legal Services; Financial Services And Insurance; Government; Real Estate (Except Coworking Providers); Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Tbd; Technology, Advertising, Media, And Information",35,613,0.783850493653032,24.429609284995,0.688546216773019,"A",208795237.161818
"356","200 Varick St, New York, NY, 10014",40.7282096,-74.004484,100872,"Bulthaup; Carver Edison; Cota; NA; Incubeta; Middleground Management; Ricciardi Group; Reservoir Media; NA; NA; NA; Duotone Audio Group; Ben Group; H & H Woodworking; Neufeld Scheck Brustin Hoffmann & Freudenberger; David Energy","NA; Technology, Advertising, Media, And Information; Construction, Engineering And Architecture; Legal Services; Energy & Utilities",16,535,0.811354019746121,18.8362030777404,0.530896594220709,"O",5624141.16514176
"357","200 Vesey St, New York, NY, 10285",40.7136414,-74.0148204,356475,"NA; NA; NA; American Express; MDRC; Juvenile Diabetes Research Foundation; NA; Pr Newswire; Manning Gross + Massenburg; Bazooka Candy Brands; Syneos Health","NA; Financial Services And Insurance; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Technology, Advertising, Media, And Information; Legal Services; Retail; Pharmaceuticals",11,355,0.874823695345557,22.3374501483577,0.629578910271578,"A",29813016.325302
"358","200 W 41st St, New York, NY, 10018",40.7554264,-73.9878102,120149,"Csc Sports; NA; AKM; NA; Control Point; Klestadt & Winters; Hays; NA; NA; NA; NA; Global-E Us; NA; Xumo; NA; NA","NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Legal Services; Retail",16,1767,0.376939351198872,34.3765708789298,0.968900384291245,"O",6698934.65828592
"359","200 W 57th St, New York, NY, 10019",40.7654311,-73.9804189,5600,"NA; NA; NA; NA",NA,4,824,0.709449929478138,25.2139825906481,0.7106537038738,"O",335730.3936
"360","202 Centre St, New York, NY, 10013",40.7188891,-73.9990644,3500,NA,NA,1,820,0.710860366713681,27.3992730619663,0.772245908195318,"A",314747.244
"361","205 E 42nd St, New York, NY, 10017",40.7506675,-73.973776,88836,"Serendipity Labs; NA; United Way Of New York City","Coworking And Executive Suite Companies; NA; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals)",3,463,0.836741889985896,13.5410732303677,0.381653862534051,"O",4953071.26404288
"362","205 Hudson St, New York, NY, 10013",40.7234842,-74.0081522,58451,"NA; Bychloe; NA; Serhant; Headway","NA; Real Estate (Except Coworking Providers); Healthcare",5,317,0.888222849083216,18.0758038705361,0.509464814807056,"O",3258948.71960208
"363","205 Lexington Ave, New York, NY, 10016",40.7451494,-73.9804205,14151,"NA; Allied Urological Services; NA","NA; Healthcare",3,562,0.801833568406206,15.8747457909279,0.44742820194388,"O",848378.714256
"364","205 W 28th St, New York, NY, 10001",40.7474113,-73.9935522,106414,"Navik Capital; R/GA; Chenel Capital; NA; NA; NA; Ellipsis Labs; Injective Labs; Chenel Capital; Mavik Capital Management; NA; Hyundai Motor Group; NA; NA","Financial Services And Insurance; Technology, Advertising, Media, And Information; NA; Transportation; Unclassifiable",14,1408,0.503526093088858,26.2212004176249,0.739042042636843,"A",8899704.94211568
"365","205 W 39th St, New York, NY, 10018",40.7545915,-73.988931,12100,NA,NA,1,2747,0.0313822284908322,33.283699337909,0.938097903735367,"O",725417.4576
"366","207-217 W 25th St, New York, NY, 10001",40.7489792,-74.0032481,7918,"NA; NA",NA,2,269,0.905148095909732,9.31171443879508,0.262449786801998,"O",474698.795808
"367","207-217 W 25th St, New York, NY, 10001",40.7489792,-74.0032481,7918,"NA; NA",NA,2,269,0.905148095909732,9.31171443879508,0.262449786801998,"A",712048.193712
"368","208-212 W 30th St, New York, NY, 10001",40.7498022,-73.9955945,5002,"NA; NA",NA,2,1053,0.6287023977433,22.9744529269639,0.647532773068418,"O",299879.183712
"369","209-219 W 38th St, New York, NY, 10018",40.7580249,-73.9995163,106847,"NA; La Stella; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Le Styles; NA; NA; NA; NA; Belford; Joe And Elle; NA; NA; NA; NA; NA; 209 GROUP; Amanda Pearl; Jesco Footwear Group; Parke & Ronen; NA; NA; NA; Mystic Weaves Usa; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Duo Showroom; Zateks Textiles; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","NA; Retail",63,299,0.894569816643159,9.0127193604997,0.254022638926142,"O",5957278.64096976
"370","21 W 38th St, New York, NY, 10018",40.7517333,-73.983939,48450,"Relationship Capital Partners; NA; NA; NA; NA; NA; NA; NA; Skin; Sharefront; American Lung Association; Greenman-Pedersen","Technology, Advertising, Media, And Information; NA; Personal Services And Recreation; Real Estate (Except Coworking Providers)",12,1262,0.555007052186178,32.2323240370601,0.9084649907664,"O",2904667.4232
"371","21 W 46th St, New York, NY, 10036",40.7566824,-73.9800301,24326,"Blackboard; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","Technology, Advertising, Media, And Information; NA",19,884,0.688293370944993,32.9238121434345,0.927954517350031,"O",1458388.849056
"372","210 Eleventh Ave, New York, NY, 10001",42.7355236,-73.711277,82247,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Gabriela Hearst Apparel; NA; NA; NA",NA,28,0,1,0,0,"O",4585700.07940176
"373","211 E 43rd St, New York, NY, 10017",40.7512542,-73.9731311,108438,"Knotel; NA; NA; NA; NA; NA; NA; NA; NA; Time Out; NA; NA; NA; NA; NA; NA; NA; Jc Elite; NA; NA; NA; NA; IINTOO; NA; NA","Coworking And Executive Suite Companies; NA; Technology, Advertising, Media, And Information",25,459,0.838152327221439,13.2826867097845,0.374371262999316,"O",6045985.20566304
"374","212-216 W 35th St, New York, NY, 10001",40.7497258,-73.9855538,39814,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA",NA,10,1399,0.506699576868829,30.5669061505532,0.861525345857515,"O",2386923.194784
"375","213 W 35th St, New York, NY, 10001",40.7520011,-73.9906484,100411,"NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Haley & Aldrich; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",31,2124,0.251057827926657,31.1042106461206,0.876669222018699,"O",5598438.00591888
"376","214 W 29th St, New York, NY, 10001",40.7481402,-73.9938579,107566,"Apparel Designer; Wework; NA; NA; NA","NA; Coworking And Executive Suite Companies",5,1551,0.453102961918195,25.768116385808,0.726271912245139,"O",5997366.64852128
"377","214 W 39th St, New York, NY, 10018",40.7544094,-73.9892612,129196,"Experience Clothing; Triple Fashions; NA; NA; Triple Fashion Corp; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Flag & Anthem; NA; NA; Flag & Anthem; NA; NA; NA; NA; NA; NA; NA; NA; Idio; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","Retail; NA; Manufacturing (Except Pharmaceutical, Retail, And Computer Tech); Technology, Advertising, Media, And Information",56,2818,0.00634696755994357,32.8507499416735,0.92589526613464,"O",7203352.18863168
"378","214-218 Sullivan St, New York, NY, 10012",40.7273894,-74.0016279,45912,"NA; NA; Fix Design Studio; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","NA; Technology, Advertising, Media, And Information",17,732,0.741889985895628,22.3990111773271,0.631314002024502,"O",2752509.612672
"379","215 Lexington Ave, New York, NY, 10016",40.7454587,-73.980239,61584,"NA; Insigth Data; Grace Communications Foundation; NA; New York City Poison Center; Grace Communications Foundation; NA","NA; Technology, Advertising, Media, And Information; Associations And Non-Profit Organizations (Except Education And Non-Profit Hospitals); Government",7,538,0.810296191819464,16.0188050276001,0.4514884978432,"O",3433629.84291072
"380","215 Park Ave S, New York, NY, 10003",40.7369619,-73.9884487,333857,"Clarifai; Industrious National Management; NA; Industrious; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; Charlie Health; NA; NA; NA; Nayya; NA; NA; NA; NA; NA; Stellar Health; Global Strategy Group; NA; NA; NA; Cognitiv","Technology, Advertising, Media, And Information; Coworking And Executive Suite Companies; NA; Healthcare; Unclassifiable",37,850,0.700282087447109,20.8398381064767,0.587368857151153,"O",18614272.5133906
"381","215 W 40th St, New York, NY, 10018",40.7553056,-73.9886148,43102,"Ksq Design; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","Construction, Engineering And Architecture; NA",13,1935,0.317700987306065,33.4272151664044,0.942142883726849,"O",2584044.897312
"382","216 E 45th St, New York, NY, 10017",40.7520798,-73.9721693,118650,"NA; NA; Lim College; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","NA; Education",15,400,0.858956276445698,12.9520846440828,0.365053275186221,"O",6615357.574392
"383","217 Broadway, New York, NY, 10007",40.7117563,-74.0088492,50916,"Unite Us; NA; L&M Properties; NA; Tomorrow Health; NA; NA; NA; NA; NA; Unite Us; NA; NA","Technology, Advertising, Media, And Information; NA; Healthcare",13,820,0.710860366713681,31.9432649274212,0.900317887223164,"O",2838833.09108928
"384","218 W 18th St, New York, NY, 10011",40.7412914,-73.9990305,107772,"Drive Shack; EY; Sae Institute (School Of Audio Engineering); NA; NA; NA","Retail; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Education; Tbd; NA",6,705,0.751410437235543,21.9898766584914,0.619782584480767,"O",6008852.22509376
"385","218-232 W 40th St, New York, NY, 10018",40.7580049,-73.9956088,133400,"Long Island Business Institute; Touro College; NA; Definition 6; Ariela & Associates International; Expanded Schools S","Education; NA; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Retail",6,960,0.661495063469676,16.7665260970113,0.472562945147634,"O",7437747.159072
"386","219 E 42nd St, New York, NY, 10017",40.7504062,-73.973183,350000,"Pfizer","Pharmaceuticals",1,450,0.84132581100141,12.0421264504119,0.339406189947793,"A",29271493.692
"387","22 Cortlandt St, New York, NY, 10007",40.7104815,-74.0104876,246635,"Lovell Safety Management Co; Day & Zimmerman; NA; NA; Department Of Mental Health And Mental Hygiene; Municipal Credit Union; New York City Office Of Labor Relations; Office Of Labor Relations; Department Of Mental Health And Mental Hygiene","Financial Services And Insurance; NA; Government",9,782,0.72425952045134,30.5285865360209,0.860445311162462,"O",13751190.1842408
"388","22 Vanderbilt Ave, New York, NY, 10017",40.753457,-73.9777688,870763,"Addepar; Joele Frank, Wilkinson Brimmer Katcher; Giorgio Armani; DISCO; Alti Tiedemann Global; Bain &; Duane Morris; Kennedys; Td Securities; Thompson Hine; Zelle; Meta; Morning Consult; Tiedemann Advisors; Pagaya Investments","Technology, Advertising, Media, And Information; Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting; Retail; Financial Services And Insurance; Legal Services",15,616,0.782792665726375,26.5310896799932,0.747776242055798,"A",72824381.8906486
